Ages,Gender,Height,Weight,Activity Level,Dietary Preference,Daily Calorie Target,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion
33,Female,175,95,Very Active,Omnivore,1974,Oatmeal with berries,Grilled chicken salad,Tofu and quinoa bowl,Protein bar
30,Female,163,78,Moderately Active,Vegetarian,2749,Smoothie with protein powder,Lentil soup with bread,Baked salmon with veggies,Protein bar
43,Male,188,74,Moderately Active,Pescatarian,1549,Vegan pancakes with syrup,Veggie stir-fry,Pasta with marinara sauce,Apple with almond butter
66,Female,190,60,Sedentary,Vegetarian,2640,Egg and spinach wrap,Avocado and chickpea salad,Vegetable curry,Greek yogurt with nuts
19,Male,190,62,Lightly Active,Vegan,2237,Fruit and yogurt parfait,Veggie stir-fry,Baked salmon with veggies,Greek yogurt with nuts
57,Male,154,97,Very Active,Pescatarian,1644,Fruit and yogurt parfait,Veggie stir-fry,Vegetable curry,Protein bar
49,Male,157,112,Moderately Active,Pescatarian,2014,Oatmeal with berries,Lentil soup with bread,Pasta with marinara sauce,Greek yogurt with nuts
32,Female,158,57,Sedentary,Pescatarian,2248,Oatmeal with berries,Grilled chicken salad,Baked salmon with veggies,Apple with almond butter
33,Male,172,101,Lightly Active,Pescatarian,1512,Egg and spinach wrap,Turkey sandwich,Baked salmon with veggies,Protein bar
73,Male,186,63,Very Active,Vegan,2131,Egg and spinach wrap,Veggie stir-fry,Beef and broccoli stir-fry,Hummus and veggies
32,Male,170,107,Very Active,Omnivore,2442,Smoothie with protein powder,Avocado and chickpea salad,Vegetable curry,Trail mix
66,Female,155,63,Sedentary,Pescatarian,1595,Fruit and yogurt parfait,Turkey sandwich,Beef and broccoli stir-fry,Hummus and veggies
66,Male,162,83,Very Active,Vegan,2904,Oatmeal with berries,Lentil soup with bread,Tofu and quinoa bowl,Apple with almond butter
29,Male,180,58,Lightly Active,Vegan,2751,Fruit and yogurt parfait,Grilled chicken salad,Tofu and quinoa bowl,Trail mix
56,Female,183,71,Lightly Active,Omnivore,1858,Egg and spinach wrap,Turkey sandwich,Beef and broccoli stir-fry,Apple with almond butter
23,Male,199,87,Very Active,Pescatarian,2965,Egg and spinach wrap,Lentil soup with bread,Tofu and quinoa bowl,Greek yogurt with nuts
49,Male,181,90,Lightly Active,Vegetarian,2729,Vegan pancakes with syrup,Avocado and chickpea salad,Baked salmon with veggies,Apple with almond butter
59,Male,163,111,Lightly Active,Pescatarian,2571,Oatmeal with berries,Grilled chicken salad,Beef and broccoli stir-fry,Hummus and veggies
21,Male,172,98,Sedentary,Vegetarian,2669,Egg and spinach wrap,Veggie stir-fry,Baked salmon with veggies,Greek yogurt with nuts
41,Female,161,86,Moderately Active,Vegan,1699,Vegan pancakes with syrup,Lentil soup with bread,Baked salmon with veggies,Protein bar
29,Female,169,77,Very Active,Vegetarian,2985,Egg and spinach wrap,Lentil soup with bread,Tofu and quinoa bowl,Protein bar
65,Male,187,75,Moderately Active,Pescatarian,1738,Vegan pancakes with syrup,Turkey sandwich,Tofu and quinoa bowl,Hummus and veggies
51,Female,186,71,Lightly Active,Vegetarian,2235,Egg and spinach wrap,Lentil soup with bread,Pasta with marinara sauce,Trail mix
64,Male,197,114,Lightly Active,Vegan,2805,Vegan pancakes with syrup,Turkey sandwich,Tofu and quinoa bowl,Trail mix
47,Male,198,96,Lightly Active,Vegan,1560,Smoothie with protein powder,Lentil soup with bread,Pasta with marinara sauce,Greek yogurt with nuts
71,Female,199,119,Lightly Active,Pescatarian,1842,Vegan pancakes with syrup,Grilled chicken salad,Tofu and quinoa bowl,Greek yogurt with nuts
18,Female,197,96,Moderately Active,Pescatarian,2294,Vegan pancakes with syrup,Avocado and chickpea salad,Tofu and quinoa bowl,Hummus and veggies
31,Male,187,70,Sedentary,Vegan,2876,Egg and spinach wrap,Veggie stir-fry,Tofu and quinoa bowl,Greek yogurt with nuts
68,Male,169,95,Lightly Active,Omnivore,2874,Oatmeal with berries,Lentil soup with bread,Tofu and quinoa bowl,Trail mix
50,Female,198,71,Sedentary,Vegan,1616,Fruit and yogurt parfait,Grilled chicken salad,Beef and broccoli stir-fry,Protein bar
47,Female,179,60,Lightly Active,Pescatarian,2135,Egg and spinach wrap,Veggie stir-fry,Vegetable curry,Apple with almond butter
71,Male,191,68,Lightly Active,Pescatarian,1707,Oatmeal with berries,Turkey sandwich,Pasta with marinara sauce,Greek yogurt with nuts
29,Female,181,82,Sedentary,Omnivore,2862,Egg and spinach wrap,Avocado and chickpea salad,Tofu and quinoa bowl,Trail mix
53,Female,170,84,Sedentary,Pescatarian,2229,Oatmeal with berries,Lentil soup with bread,Baked salmon with veggies,Greek yogurt with nuts
65,Male,192,84,Moderately Active,Vegan,1850,Fruit and yogurt parfait,Grilled chicken salad,Tofu and quinoa bowl,Protein bar
39,Female,175,91,Sedentary,Pescatarian,2000,Egg and spinach wrap,Lentil soup with bread,Baked salmon with veggies,Apple with almond butter
33,Male,156,110,Sedentary,Pescatarian,2708,Fruit and yogurt parfait,Lentil soup with bread,Beef and broccoli stir-fry,Apple with almond butter
25,Male,192,90,Moderately Active,Omnivore,1630,Egg and spinach wrap,Turkey sandwich,Vegetable curry,Trail mix
46,Male,174,118,Moderately Active,Pescatarian,2130,Oatmeal with berries,Turkey sandwich,Pasta with marinara sauce,Greek yogurt with nuts
72,Female,151,92,Moderately Active,Vegan,2391,Smoothie with protein powder,Lentil soup with bread,Vegetable curry,Trail mix
30,Male,164,101,Sedentary,Vegan,2493,Egg and spinach wrap,Grilled chicken salad,Pasta with marinara sauce,Greek yogurt with nuts
51,Male,178,63,Sedentary,Vegetarian,2700,Smoothie with protein powder,Veggie stir-fry,Tofu and quinoa bowl,Apple with almond butter
34,Male,175,55,Moderately Active,Vegetarian,1511,Egg and spinach wrap,Lentil soup with bread,Beef and broccoli stir-fry,Trail mix
56,Female,197,93,Sedentary,Vegan,2235,Fruit and yogurt parfait,Lentil soup with bread,Vegetable curry,Trail mix
43,Male,179,94,Moderately Active,Vegetarian,2845,Vegan pancakes with syrup,Veggie stir-fry,Baked salmon with veggies,Trail mix
41,Female,176,75,Sedentary,Omnivore,2719,Fruit and yogurt parfait,Turkey sandwich,Vegetable curry,Trail mix
20,Female,192,57,Moderately Active,Pescatarian,2640,Smoothie with protein powder,Turkey sandwich,Baked salmon with veggies,Greek yogurt with nuts
57,Female,180,72,Sedentary,Vegan,1671,Oatmeal with berries,Avocado and chickpea salad,Tofu and quinoa bowl,Trail mix
54,Male,171,57,Lightly Active,Vegan,1541,Egg and spinach wrap,Veggie stir-fry,Vegetable curry,Trail mix
36,Male,196,102,Lightly Active,Omnivore,2493,Fruit and yogurt parfait,Veggie stir-fry,Tofu and quinoa bowl,Greek yogurt with nuts
69,Female,197,112,Moderately Active,Omnivore,2347,Fruit and yogurt parfait,Turkey sandwich,Vegetable curry,Trail mix
34,Female,176,116,Lightly Active,Vegetarian,1637,Egg and spinach wrap,Avocado and chickpea salad,Pasta with marinara sauce,Greek yogurt with nuts
24,Female,183,118,Moderately Active,Omnivore,1888,Oatmeal with berries,Avocado and chickpea salad,Baked salmon with veggies,Apple with almond butter
32,Male,152,88,Sedentary,Vegan,2895,Egg and spinach wrap,Grilled chicken salad,Pasta with marinara sauce,Protein bar
31,Female,199,93,Moderately Active,Omnivore,1574,Fruit and yogurt parfait,Avocado and chickpea salad,Beef and broccoli stir-fry,Trail mix
77,Male,197,75,Moderately Active,Vegetarian,1884,Fruit and yogurt parfait,Avocado and chickpea salad,Pasta with marinara sauce,Apple with almond butter
29,Male,168,72,Lightly Active,Omnivore,2365,Smoothie with protein powder,Veggie stir-fry,Pasta with marinara sauce,Hummus and veggies
61,Male,157,93,Moderately Active,Pescatarian,2214,Egg and spinach wrap,Turkey sandwich,Tofu and quinoa bowl,Apple with almond butter
34,Female,186,89,Very Active,Vegetarian,1612,Vegan pancakes with syrup,Lentil soup with bread,Pasta with marinara sauce,Hummus and veggies
18,Female,190,119,Lightly Active,Vegan,2887,Oatmeal with berries,Veggie stir-fry,Baked salmon with veggies,Hummus and veggies
58,Female,182,79,Sedentary,Vegetarian,2000,Oatmeal with berries,Lentil soup with bread,Tofu and quinoa bowl,Hummus and veggies
28,Male,199,98,Sedentary,Vegan,2815,Smoothie with protein powder,Avocado and chickpea salad,Pasta with marinara sauce,Apple with almond butter
19,Male,198,86,Moderately Active,Vegetarian,2988,Egg and spinach wrap,Grilled chicken salad,Tofu and quinoa bowl,Hummus and veggies
53,Female,182,77,Very Active,Vegan,2284,Oatmeal with berries,Grilled chicken salad,Vegetable curry,Hummus and veggies
77,Female,165,90,Lightly Active,Vegan,2171,Fruit and yogurt parfait,Grilled chicken salad,Vegetable curry,Hummus and veggies
75,Male,184,87,Moderately Active,Omnivore,2910,Vegan pancakes with syrup,Grilled chicken salad,Pasta with marinara sauce,Trail mix
37,Female,164,97,Very Active,Pescatarian,1661,Fruit and yogurt parfait,Lentil soup with bread,Beef and broccoli stir-fry,Apple with almond butter
52,Female,152,67,Very Active,Pescatarian,1916,Fruit and yogurt parfait,Turkey sandwich,Tofu and quinoa bowl,Apple with almond butter
37,Male,175,101,Very Active,Vegetarian,2558,Smoothie with protein powder,Veggie stir-fry,Baked salmon with veggies,Greek yogurt with nuts
22,Female,177,103,Moderately Active,Pescatarian,2361,Fruit and yogurt parfait,Turkey sandwich,Tofu and quinoa bowl,Hummus and veggies
27,Female,152,109,Sedentary,Vegan,2708,Egg and spinach wrap,Turkey sandwich,Vegetable curry,Hummus and veggies
70,Male,198,56,Lightly Active,Vegan,1873,Oatmeal with berries,Turkey sandwich,Pasta with marinara sauce,Hummus and veggies
50,Female,153,104,Very Active,Vegetarian,2093,Smoothie with protein powder,Lentil soup with bread,Pasta with marinara sauce,Protein bar
39,Male,181,70,Moderately Active,Vegan,2920,Fruit and yogurt parfait,Veggie stir-fry,Tofu and quinoa bowl,Greek yogurt with nuts
25,Female,165,105,Lightly Active,Vegetarian,2857,Smoothie with protein powder,Turkey sandwich,Pasta with marinara sauce,Protein bar
70,Female,178,65,Lightly Active,Omnivore,2650,Oatmeal with berries,Avocado and chickpea salad,Tofu and quinoa bowl,Hummus and veggies
21,Female,159,68,Moderately Active,Vegan,1530,Egg and spinach wrap,Lentil soup with bread,Pasta with marinara sauce,Trail mix
78,Male,166,117,Lightly Active,Pescatarian,1503,Fruit and yogurt parfait,Turkey sandwich,Tofu and quinoa bowl,Apple with almond butter
30,Male,163,85,Lightly Active,Pescatarian,2645,Oatmeal with berries,Lentil soup with bread,Tofu and quinoa bowl,Trail mix
32,Female,192,85,Lightly Active,Vegetarian,2216,Fruit and yogurt parfait,Grilled chicken salad,Baked salmon with veggies,Hummus and veggies
52,Female,150,71,Sedentary,Pescatarian,2175,Oatmeal with berries,Turkey sandwich,Baked salmon with veggies,Greek yogurt with nuts
18,Male,152,92,Very Active,Omnivore,2273,Vegan pancakes with syrup,Lentil soup with bread,Tofu and quinoa bowl,Apple with almond butter
22,Male,160,90,Very Active,Pescatarian,1890,Fruit and yogurt parfait,Lentil soup with bread,Pasta with marinara sauce,Hummus and veggies
58,Female,170,90,Moderately Active,Pescatarian,1616,Fruit and yogurt parfait,Veggie stir-fry,Tofu and quinoa bowl,Apple with almond butter
52,Female,169,115,Very Active,Vegan,1719,Vegan pancakes with syrup,Avocado and chickpea salad,Vegetable curry,Greek yogurt with nuts
38,Male,197,57,Very Active,Vegan,1541,Oatmeal with berries,Lentil soup with bread,Beef and broccoli stir-fry,Trail mix
32,Male,193,108,Moderately Active,Omnivore,2443,Smoothie with protein powder,Veggie stir-fry,Baked salmon with veggies,Hummus and veggies
45,Female,153,90,Sedentary,Omnivore,1612,Egg and spinach wrap,Lentil soup with bread,Pasta with marinara sauce,Trail mix
31,Male,198,66,Sedentary,Vegetarian,2358,Egg and spinach wrap,Lentil soup with bread,Tofu and quinoa bowl,Greek yogurt with nuts
39,Male,193,75,Very Active,Pescatarian,1701,Smoothie with protein powder,Grilled chicken salad,Vegetable curry,Protein bar
49,Male,193,91,Very Active,Omnivore,2550,Oatmeal with berries,Veggie stir-fry,Pasta with marinara sauce,Protein bar
22,Female,155,63,Very Active,Vegan,1526,Fruit and yogurt parfait,Veggie stir-fry,Beef and broccoli stir-fry,Trail mix
67,Female,198,91,Moderately Active,Vegetarian,2446,Vegan pancakes with syrup,Avocado and chickpea salad,Pasta with marinara sauce,Protein bar
41,Male,168,111,Very Active,Omnivore,2192,Egg and spinach wrap,Lentil soup with bread,Tofu and quinoa bowl,Greek yogurt with nuts
61,Female,160,98,Moderately Active,Omnivore,2638,Vegan pancakes with syrup,Lentil soup with bread,Tofu and quinoa bowl,Greek yogurt with nuts
71,Female,179,115,Moderately Active,Omnivore,2953,Egg and spinach wrap,Lentil soup with bread,Pasta with marinara sauce,Hummus and veggies
22,Female,193,75,Very Active,Omnivore,1761,Fruit and yogurt parfait,Veggie stir-fry,Baked salmon with veggies,Trail mix
68,Male,196,63,Moderately Active,Vegetarian,2039,Vegan pancakes with syrup,Veggie stir-fry,Tofu and quinoa bowl,Greek yogurt with nuts
31,Male,198,103,Sedentary,Vegan,2077,Vegan pancakes with syrup,Veggie stir-fry,Tofu and quinoa bowl,Hummus and veggies
42,Male,168,69,Lightly Active,Pescatarian,1986,Vegan pancakes with syrup,Veggie stir-fry,Baked salmon with veggies,Protein bar
71,Female,179,101,Lightly Active,Pescatarian,1686,Oatmeal with berries,Lentil soup with bread,Pasta with marinara sauce,Apple with almond butter
31,Male,157,88,Lightly Active,Omnivore,2943,Oatmeal with berries,Lentil soup with bread,Tofu and quinoa bowl,Hummus and veggies
46,Female,168,69,Moderately Active,Vegetarian,2981,Egg and spinach wrap,Lentil soup with bread,Beef and broccoli stir-fry,Apple with almond butter
51,Male,176,79,Sedentary,Omnivore,2931,Oatmeal with berries,Avocado and chickpea salad,Beef and broccoli stir-fry,Greek yogurt with nuts
41,Male,168,80,Sedentary,Vegetarian,2716,Oatmeal with berries,Lentil soup with bread,Pasta with marinara sauce,Apple with almond butter
76,Male,195,78,Moderately Active,Vegetarian,2888,Oatmeal with berries,Grilled chicken salad,Baked salmon with veggies,Hummus and veggies
43,Male,197,62,Moderately Active,Pescatarian,1881,Vegan pancakes with syrup,Avocado and chickpea salad,Pasta with marinara sauce,Greek yogurt with nuts
78,Female,198,100,Sedentary,Vegetarian,2585,Vegan pancakes with syrup,Veggie stir-fry,Beef and broccoli stir-fry,Protein bar
34,Female,182,115,Moderately Active,Pescatarian,2831,Vegan pancakes with syrup,Turkey sandwich,Beef and broccoli stir-fry,Hummus and veggies
40,Female,159,65,Moderately Active,Omnivore,2593,Oatmeal with berries,Avocado and chickpea salad,Vegetable curry,Trail mix
67,Male,179,94,Moderately Active,Vegetarian,1578,Egg and spinach wrap,Lentil soup with bread,Baked salmon with veggies,Apple with almond butter
23,Female,153,56,Sedentary,Vegan,1964,Fruit and yogurt parfait,Grilled chicken salad,Vegetable curry,Protein bar
34,Male,152,68,Very Active,Vegetarian,2355,Oatmeal with berries,Turkey sandwich,Beef and broccoli stir-fry,Apple with almond butter
32,Male,174,100,Moderately Active,Vegan,2700,Oatmeal with berries,Lentil soup with bread,Pasta with marinara sauce,Greek yogurt with nuts
28,Male,191,80,Lightly Active,Pescatarian,2868,Fruit and yogurt parfait,Grilled chicken salad,Beef and broccoli stir-fry,Protein bar
48,Female,188,70,Lightly Active,Vegan,1540,Egg and spinach wrap,Turkey sandwich,Pasta with marinara sauce,Apple with almond butter
58,Female,171,113,Sedentary,Vegan,2457,Egg and spinach wrap,Avocado and chickpea salad,Baked salmon with veggies,Hummus and veggies
58,Male,162,61,Lightly Active,Vegetarian,2253,Fruit and yogurt parfait,Turkey sandwich,Pasta with marinara sauce,Protein bar
71,Male,192,50,Lightly Active,Vegetarian,2521,Fruit and yogurt parfait,Grilled chicken salad,Vegetable curry,Hummus and veggies
42,Male,170,118,Moderately Active,Vegetarian,2978,Oatmeal with berries,Lentil soup with bread,Beef and broccoli stir-fry,Protein bar
52,Male,192,97,Sedentary,Vegetarian,1570,Egg and spinach wrap,Grilled chicken salad,Baked salmon with veggies,Trail mix
58,Male,159,70,Sedentary,Omnivore,1914,Smoothie with protein powder,Veggie stir-fry,Pasta with marinara sauce,Apple with almond butter
61,Male,151,51,Very Active,Omnivore,2273,Vegan pancakes with syrup,Avocado and chickpea salad,Beef and broccoli stir-fry,Greek yogurt with nuts
26,Male,157,90,Lightly Active,Omnivore,1966,Oatmeal with berries,Turkey sandwich,Tofu and quinoa bowl,Trail mix
62,Male,192,110,Moderately Active,Vegetarian,2159,Vegan pancakes with syrup,Lentil soup with bread,Pasta with marinara sauce,Trail mix
24,Female,166,101,Very Active,Omnivore,2777,Oatmeal with berries,Turkey sandwich,Pasta with marinara sauce,Greek yogurt with nuts
